# ----------------------------------------
# All Web Site Data
# Export Metrics (Filter U.S.A.)
# 20150101-20170719
# ----------------------------------------

Year,Country,Page Title,Unique Pageviews
2015,Pakistan,"Class Session 1 Assignment: Starting with Character, My Submission - How Writers Write Fiction 2015 | The University of Iowa | NovoEd",107
2016,Canada,"Yvonne's Home | Whitman's Civil War: Writing and Imaging Loss, Death, and Disaster | The University of Iowa | NovoEd",107
2017,Netherlands,Power of the Pen: Identities and Social Issues in Poetry and Plays | The University of Iowa | NovoEd,107
2017,Palestine,Power of the Pen: Identities and Social Issues in Fiction and Nonfiction | NovoEd,107
2017,Uganda,Power of the Pen: Identities and Social Issues in Poetry and Plays | The University of Iowa | NovoEd,107
2015,Dominican Republic,Polo's Home | How Writers Write Fiction 2015 | The University of Iowa | NovoEd,106
2015,France,"Class Session 6 Assignment: Immersion in Setting, My Submission - How Writers Write Fiction 2015 | The University of Iowa | NovoEd",106
2015,India,Trirupa's Home | How Writers Write Fiction 2015 | The University of Iowa | NovoEd,106
2015,Poland,"Class Session 1 Assignment: Starting with Character, My Submission - How Writers Write Fiction 2015 | The University of Iowa | NovoEd",106
2015,Poland,Karolina's Home | How Writers Write Fiction 2015 | The University of Iowa | NovoEd,106
2016,Ghana,How Writers Write Fiction 2016: Storied Women | The University of Iowa | NovoEd,106
2016,Slovenia,"Whitman's Civil War: Writing and Imaging Loss, Death, and Disaster | The University of Iowa | NovoEd",106
2017,Grenada,Power of the Pen: Identities and Social Issues in Fiction and Nonfiction | NovoEd,106
2015,Australia,"Class Session 4 Assignment: Using Character to Produce Frame and Arc, Evaluate Submissions - How Writers Write Fiction 2015 | The University of Iowa | NovoEd",104
2015,Hong Kong,Assignments - How Writers Write Fiction 2015 | The University of Iowa | NovoEd,104
2015,Sweden,"Class Session 1 Assignment: Starting with Character, My Submission - How Writers Write Fiction 2015 | The University of Iowa | NovoEd",104
2016,Estonia,"Miriam's Home | Whitman’s Civil War: Writing and Imaging Loss, Death, and Disaster | The University of Iowa | NovoEd",104
2017,Laos,Power of the Pen: Identities and Social Issues in Fiction and Nonfiction | NovoEd,104
2017,Lebanon,Power of the Pen: Identities and Social Issues in Poetry and Plays | The University of Iowa | NovoEd,104
2017,Venezuela,Power of the Pen: Identities and Social Issues in Poetry and Plays | The University of Iowa | NovoEd,104
2015,Australia,How Writers Write Fiction 2015 - Sign Up | NovoEd,103
2015,Germany,"Class Session 4 Assignment: Using Character to Produce Frame and Arc, My Submission - How Writers Write Fiction 2015 | The University of Iowa | NovoEd",103
2015,Germany,"Class Session 5 Assignment: Voice and Setting, My Submission - How Writers Write Fiction 2015 | The University of Iowa | NovoEd",103
2015,Germany,Morgan's Home | How Writers Write Fiction 2015 | The University of Iowa | NovoEd,103
2015,United Kingdom,"Class Session 6 Assignment: Immersion in Setting, Received Evaluations - How Writers Write Fiction 2015 | The University of Iowa | NovoEd",103
2015,United Kingdom,New Evaluation for Class Session 4 Assignment: Using Character to Produce Frame and Arc - How Writers Write Fiction 2015 | The University of Iowa | NovoEd,103
2015,New Zealand,Janette's Home | How Writers Write Fiction 2015 | The University of Iowa | NovoEd,103
2016,Bahrain,How Writers Write Fiction 2016: Storied Women | The University of Iowa | NovoEd,103
2016,New Zealand,"Assignments - Whitman’s Civil War: Writing and Imaging Loss, Death, and Disaster | The University of Iowa | NovoEd",103
2016,Pakistan,"Assignment 1: Voice and Identity, My Submission - How Writers Write Fiction 2016: Storied Women | The University of Iowa | NovoEd",103
2017,Czechia,Power of the Pen: Identities and Social Issues in Poetry and Plays | NovoEd,103
2017,Maldives,Power of the Pen: Identities and Social Issues in Poetry and Plays | The University of Iowa | NovoEd,103
2015,Brazil,"Class Session 1 Assignment: Starting with Character, Evaluate Submissions - How Writers Write Fiction 2015 | The University of Iowa | NovoEd",102
2015,Canada,"Class Session 3 Assignment: Working with Plot, Description - How Writers Write Fiction 2015 | The University of Iowa | NovoEd",102
2015,Switzerland,Christina's Home | How Writers Write Fiction 2015 | The University of Iowa | NovoEd,102
2015,Nigeria,"Class Session 1 Assignment: Starting with Character, My Submission - How Writers Write Fiction 2015 | The University of Iowa | NovoEd",102
2015,Pakistan,"Class Session 2 Assignment: Expanding on Character: Cast and Dialogue, My Submission - How Writers Write Fiction 2015 | The University of Iowa | NovoEd",102
2016,Australia,"Whitman’s Civil War: Writing and Imaging Loss, Death, and Disaster - Sign Up | NovoEd",102
2017,Tonga,Power of the Pen: Identities and Social Issues in Fiction and Nonfiction | NovoEd,102
2015,Canada,Rob's Home | How Writers Write Fiction 2015 | The University of Iowa | NovoEd,101
2015,Germany,New Evaluation for Class Session 1 Assignment: Starting with Character - How Writers Write Fiction 2015 | The University of Iowa | NovoEd,101
2015,United Kingdom,"Class Session 6 Assignment: Immersion in Setting, Evaluate Submissions - How Writers Write Fiction 2015 | The University of Iowa | NovoEd",101
2015,South Korea,Assignments - How Writers Write Fiction 2015 | The University of Iowa | NovoEd,101
2015,Singapore,"Class Session 1 Assignment: Starting with Character, My Submission - How Writers Write Fiction 2015 | The University of Iowa | NovoEd",101
2015,South Africa,"Class Session 1 Assignment: Starting with Character, My Submission - How Writers Write Fiction 2015 | The University of Iowa | NovoEd",101
2016,Canada,"You are enrolled! - Whitman’s Civil War: Writing and Imaging Loss, Death, and Disaster | The University of Iowa | NovoEd",101
2016,El Salvador,How Writers Write Fiction 2016: Storied Women | The University of Iowa | NovoEd,101
2017,Spain,Power of the Pen: Identities and Social Issues in Poetry and Plays | The University of Iowa | NovoEd,101
2017,United Kingdom,You are enrolled! - Power of the Pen: Identities and Social Issues in Poetry and Plays | The University of Iowa | NovoEd,101
2017,Poland,Power of the Pen: Identities and Social Issues in Fiction and Nonfiction | The University of Iowa | NovoEd,101
2017,Portugal,Power of the Pen: Identities and Social Issues in Fiction and Nonfiction | The University of Iowa | NovoEd,101
2017,Rwanda,Power of the Pen: Identities and Social Issues in Fiction and Nonfiction | NovoEd,101
2017,Saudi Arabia,Power of the Pen: Identities and Social Issues in Fiction and Nonfiction | The University of Iowa | NovoEd,101
2015,United Kingdom,"Class Session 2 Assignment: Expanding on Character: Cast and Dialogue, Description - How Writers Write Fiction 2015 | The University of Iowa | NovoEd",100
2015,Poland,"Class Session 2 Assignment: Expanding on Character: Cast and Dialogue, My Submission - How Writers Write Fiction 2015 | The University of Iowa | NovoEd",100
2016,Bolivia,#Flashwrite Teen Poetry MOOC | The University of Iowa | NovoEd,100
2016,France,"annick's Home | Whitman’s Civil War: Writing and Imaging Loss, Death, and Disaster | The University of Iowa | NovoEd",100
2016,Nigeria,How Writers Write Fiction 2015 | The University of Iowa | NovoEd,100
2017,Lebanon,Power of the Pen: Identities and Social Issues in Fiction and Nonfiction | The University of Iowa | NovoEd,100
2017,Trinidad & Tobago,Power of the Pen: Identities and Social Issues in Fiction and Nonfiction | The University of Iowa | NovoEd,100
2015,India,"Class Session 7 Assignment: Embracing Revision, My Submission - How Writers Write Fiction 2015 | The University of Iowa | NovoEd",99
2015,India,Edit Report - How Writers Write Fiction 2015 | The University of Iowa | NovoEd,99
2015,Netherlands,Jelle's Home | How Writers Write Fiction 2015 | The University of Iowa | NovoEd,99
2015,Portugal,Assignments - How Writers Write Fiction 2015 | The University of Iowa | NovoEd,99
2015,El Salvador,How Writers Write Fiction 2015 | The University of Iowa | NovoEd,99
2016,Australia,"Jill's Home | Whitman's Civil War: Writing and Imaging Loss, Death, and Disaster | The University of Iowa | NovoEd",99
2016,Kenya,How Writers Write Fiction 2015 | The University of Iowa | NovoEd,99
2016,Philippines,"Janina Marie's Home | Whitman's Civil War: Writing and Imaging Loss, Death, and Disaster | The University of Iowa | NovoEd",99
2016,Singapore,How Writers Write Fiction 2015 | The University of Iowa | NovoEd,99
2017,Canada,You are enrolled! - Power of the Pen: Identities and Social Issues in Poetry and Plays | The University of Iowa | NovoEd,99
2017,South Sudan,Power of the Pen: Identities and Social Issues in Fiction and Nonfiction | NovoEd,99
2015,United Kingdom,"Class Session 7 Assignment: Embracing Revision, Evaluate Submissions - How Writers Write Fiction 2015 | The University of Iowa | NovoEd",97
2015,India,Krishna Jagan's Home | How Writers Write Fiction 2015 | The University of Iowa | NovoEd,97
2015,India,New Evaluation for Class Session 1 Assignment: Starting with Character - How Writers Write Fiction 2015 | The University of Iowa | NovoEd,97
2015,Malaysia,Azzy's Home | How Writers Write Fiction 2015 | The University of Iowa | NovoEd,97
2016,Switzerland,"dominique's Home | Whitman's Civil War: Writing and Imaging Loss, Death, and Disaster | The University of Iowa | NovoEd",97
2016,Netherlands,Assignments - How Writers Write Fiction 2016: Storied Women | The University of Iowa | NovoEd,97
2016,Pakistan,How Writers Write Fiction 2015 | The University of Iowa | NovoEd,97
2017,Cameroon,Power of the Pen: Identities and Social Issues in Poetry and Plays | NovoEd,97
2017,Jordan,Power of the Pen: Identities and Social Issues in Poetry and Plays | NovoEd,97
2015,United Kingdom,Colin's Home | How Writers Write Fiction 2015 | The University of Iowa | NovoEd,96
2015,United Kingdom,New Evaluation for Class Session 5 Assignment: Voice and Setting - How Writers Write Fiction 2015 | The University of Iowa | NovoEd,96
2016,Guam,How Writers Write Fiction 2016: Storied Women | The University of Iowa | NovoEd,96
2016,South Korea,How Writers Write Fiction 2015 | The University of Iowa | NovoEd,96
2017,Austria,Power of the Pen: Identities and Social Issues in Poetry and Plays | NovoEd,96
2017,Israel,Power of the Pen: Identities and Social Issues in Poetry and Plays | NovoEd,96
2017,Italy,Power of the Pen: Identities and Social Issues in Poetry and Plays | NovoEd,96
2017,Jamaica,Power of the Pen: Identities and Social Issues in Fiction and Nonfiction | The University of Iowa | NovoEd,96
2015,Brazil,"Class Session 4 Assignment: Using Character to Produce Frame and Arc, My Submission - How Writers Write Fiction 2015 | The University of Iowa | NovoEd",95
2015,Bahamas,How Writers Write Fiction 2015 | The University of Iowa | NovoEd,95
2015,Israel,Assignments - How Writers Write Fiction 2015 | The University of Iowa | NovoEd,95
2015,Sweden,"Class Session 4 Assignment: Using Character to Produce Frame and Arc, My Submission - How Writers Write Fiction 2015 | The University of Iowa | NovoEd",95
2015,South Africa,"Class Session 5 Assignment: Voice and Setting, My Submission - How Writers Write Fiction 2015 | The University of Iowa | NovoEd",95
2016,United Kingdom,"Assignments - Whitman’s Civil War: Writing and Imaging Loss, Death, and Disaster | The University of Iowa | NovoEd",95
2016,India,"Assignment 2: Desire and Point of View, My Submission - How Writers Write Fiction 2016: Storied Women | The University of Iowa | NovoEd",95
2016,India,"Whitman’s Civil War: Writing and Imaging Loss, Death, and Disaster - Sign Up | NovoEd",95
2016,Jordan,Victoria's Home | How Writers Write Fiction 2016: Storied Women | The University of Iowa | NovoEd,95
2016,Russia,How Writers Write Fiction 2015 | The University of Iowa | NovoEd,95
2017,Algeria,Power of the Pen: Identities and Social Issues in Fiction and Nonfiction | The University of Iowa | NovoEd,95
2017,Guinea,Power of the Pen: Identities and Social Issues in Poetry and Plays | The University of Iowa | NovoEd,95
2015,Brazil,How Writers Write Fiction 2015 - Sign Up | NovoEd,94
2015,Germany,"Class Session 2 Assignment: Expanding on Character: Cast and Dialogue, Received Evaluations - How Writers Write Fiction 2015 | The University of Iowa | NovoEd",94
2015,Germany,Stefanie's Home | How Writers Write Fiction 2015 | The University of Iowa | NovoEd,94
2015,Philippines,"Class Session 1 Assignment: Starting with Character, My Submission - How Writers Write Fiction 2015 | The University of Iowa | NovoEd",94
2015,Sweden,"Class Session 6 Assignment: Immersion in Setting, My Submission - How Writers Write Fiction 2015 | The University of Iowa | NovoEd",94
2016,Switzerland,"Whitman's Civil War: Writing and Imaging Loss, Death, and Disaster | The University of Iowa | NovoEd",94
2017,France,Power of the Pen: Identities and Social Issues in Poetry and Plays | NovoEd,94
2015,New Zealand,"Class Session 3 Assignment: Working with Plot, Evaluate Submissions - How Writers Write Fiction 2015 | The University of Iowa | NovoEd",93
2015,Singapore,"Class Session 2 Assignment: Expanding on Character: Cast and Dialogue, My Submission - How Writers Write Fiction 2015 | The University of Iowa | NovoEd",93
2016,Jordan,Assignments - How Writers Write Fiction 2016: Storied Women | The University of Iowa | NovoEd,93
2016,Poland,"Whitman’s Civil War: Writing and Imaging Loss, Death, and Disaster | The University of Iowa | NovoEd",93
2017,Finland,Power of the Pen: Identities and Social Issues in Poetry and Plays | NovoEd,93
2017,Netherlands,NovoEd,93
2015,Australia,Edit Report - How Writers Write Fiction 2015 | The University of Iowa | NovoEd,91
2015,Canada,Sean's Home | How Writers Write Fiction 2015 | The University of Iowa | NovoEd,91
2015,Guyana,How Writers Write Fiction 2015 | The University of Iowa | NovoEd,91
2015,Romania,How Writers Write Fiction 2015 - Sign Up | NovoEd,91
2015,Thailand,"Class Session 1 Assignment: Starting with Character, My Submission - How Writers Write Fiction 2015 | The University of Iowa | NovoEd",91
2016,Canada,"Assignment 2: Desire and Point of View, Description - How Writers Write Fiction 2016: Storied Women | The University of Iowa | NovoEd",91
