# ----------------------------------------,,,,,
# All Web Site Data,,,,,
# Export Metrics (Filter U.S.A.),,,,,
# 20150101-20170730,,,,,
# ----------------------------------------,,,,,
,,,,,
Year,Country ISO Code,Page,New Users,Unique Pageviews,Pageviews
2017,IN,/https://app.novoed.com/?_escaped_fragment_=/courses/poetry-and-plays-2017/lecture_pages/860354#!/courses/poetry-and-plays-2017/lecture_pages/860354,4,5,7
2017,IN,/https://app.novoed.com/#!/courses/fiction-and-nonfiction-2017/discussions/topics/58200/posts/135408,4,5,10
2017,IN,/https://app.novoed.com/#!/courses/fiction-and-nonfiction-2017/exercises/45354,4,411,692
2017,IN,/https://app.novoed.com/#!/courses/fiction-and-nonfiction-2017/lecture_pages/856540,4,419,787
2017,IN,/https://app.novoed.com/#!/courses/fiction-and-nonfiction-2017/reports/590065?galleryMode=,4,6,7
2017,IN,/https://app.novoed.com/#!/courses/fiction-and-nonfiction-2017/reports/593531?galleryMode=,4,6,9
2017,IN,/https://app.novoed.com/#!/courses/fiction-and-nonfiction-2017/teams/163916/workspace,4,41,85
2017,IN,/poetry-and-plays-2017/users/my_account,4,43,50
2017,IQ,/https://app.novoed.com/#!/courses/poetry-and-plays-2017/lecture_pages/858469,4,10,14
2017,IT,/how-writers-write-fiction-2016,4,5,5
2017,IT,/https://app.novoed.com/#!/courses/fiction-and-nonfiction-2017/lecture_pages/856271,4,73,135
2017,IT,/https://app.novoed.com/#!/courses/fiction-and-nonfiction-2017/lecture_pages/856471,4,43,61
2017,JM,/https://app.novoed.com/#!/courses/fiction-and-nonfiction-2017/lecture_pages/856271,4,30,40
2017,JO,/https://app.novoed.com/#!/courses/fiction-and-nonfiction-2017/lecture_pages/856276,4,34,51
2017,JP,/poetry-and-plays-2017/,4,6,7
2017,KE,/https://app.novoed.com/#!/courses/fiction-and-nonfiction-2017/lecture_pages/856271,4,124,208
2017,KE,/https://app.novoed.com/#!/courses/poetry-and-plays-2017/lecture_pages/860430,4,34,41
2017,KG,/fiction-and-nonfiction-2017,4,4,4
2017,KG,/poetry-and-plays-2017,4,7,12
2017,KH,/https://app.novoed.com/#!/courses/fiction-and-nonfiction-2017/lecture_pages/856276,4,6,15
2017,KR,/how-writers-write-fiction-2015,4,4,4
2017,KR,/https://app.novoed.com/#!/courses/fiction-and-nonfiction-2017/lecture_pages/856471,4,27,37
2017,KR,/poetry-and-plays-2017/,4,6,6
2017,KZ,/fiction-and-nonfiction-2017,4,4,4
2017,LK,/https://app.novoed.com/#!/courses/fiction-and-nonfiction-2017/lecture_pages/856276,4,24,43
2017,LV,/poetry-and-plays-2017,4,5,5
2017,MA,/poetry-and-plays-2017/,4,6,7
2017,ME,/poetry-and-plays-2017,4,4,7
2017,ML,/fiction-and-nonfiction-2017,4,4,4
2017,MO,/poetry-and-plays-2017,4,4,6
2017,MU,/https://app.novoed.com/#!/courses/fiction-and-nonfiction-2017/lecture_pages/856271,4,80,129
2017,MU,/https://app.novoed.com/#!/courses/fiction-and-nonfiction-2017/lecture_pages/856276,4,63,106
2017,MV,/fiction-and-nonfiction-2017,4,12,15
2017,MX,/https://app.novoed.com/#!/courses/poetry-and-plays-2017/home,4,86,173
2017,MY,/https://app.novoed.com/#!/courses/fiction-and-nonfiction-2017/home,4,432,885
2017,MY,/https://app.novoed.com/#!/courses/fiction-and-nonfiction-2017/teams/163688/workspace,4,31,58
2017,NA,/https://app.novoed.com/#!/courses/poetry-and-plays-2017/lecture_pages/860430,4,7,9
2017,NG,/fiction-and-nonfiction-2017/users/my_account,4,75,82
2017,NG,/https://app.novoed.com/#!/courses/fiction-and-nonfiction-2017/lecture_pages/856402,4,194,301
2017,NG,/https://app.novoed.com/#!/courses/fiction-and-nonfiction-2017/lecture_pages/856472,4,87,133
2017,NG,/https://app.novoed.com/#!/courses/fiction-and-nonfiction-2017/lecture_pages/856540,4,213,409
2017,NG,/poetry-and-plays-2017/users/my_account,4,11,14
2017,NO,/poetry-and-plays-2017/,4,6,9
2017,NP,/https://app.novoed.com/#!/courses/fiction-and-nonfiction-2017/lecture_pages/856271,4,81,127
2017,NZ,/https://app.novoed.com/#!/courses/fiction-and-nonfiction-2017/lecture_pages/856472,4,55,81
2017,NZ,/https://app.novoed.com/#!/courses/fiction-and-nonfiction-2017/lecture_pages/860565,4,67,104
2017,NZ,/https://app.novoed.com/#!/courses/poetry-and-plays-2017/lecture_pages/860430,4,101,157
2017,NZ,/whitman-2016,4,6,6
2017,PE,/https://app.novoed.com/#!/courses/fiction-and-nonfiction-2017/lecture_pages/856276,4,11,15
2017,PH,/how-writers-write-fiction-2015/home,4,19,22
2017,PH,/how-writers-write-fiction-2016,4,9,9
2017,PH,/https://app.novoed.com/#!/courses/fiction-and-nonfiction-2017/lecture_pages/858067,4,99,163
2017,PH,/https://app.novoed.com/#!/courses/fiction-and-nonfiction-2017/lecture_pages/860565,4,43,82
2017,PH,/https://app.novoed.com/#!/courses/fiction-and-nonfiction-2017/teams/163914/workspace,4,22,83
2017,PK,/fiction-and-nonfiction-2017/surveys/start/176762,4,107,133
2017,PK,/how-writers-write-fiction-2015,4,6,7
2017,PK,/how-writers-write-fiction-2016,4,11,12
2017,PL,/https://app.novoed.com/#!/courses/fiction-and-nonfiction-2017/lecture_pages/856271,4,61,93
2017,PL,/https://app.novoed.com/#!/courses/fiction-and-nonfiction-2017/lecture_pages/858067,4,15,19
2017,PS,/https://app.novoed.com/#!/courses/fiction-and-nonfiction-2017/lecture_pages/856276,4,15,20
2017,PT,/how-writers-write-fiction-2015,4,7,7
2017,PT,/poetry-and-plays-2017/,4,6,6
2017,RE,/poetry-and-plays-2017,4,5,5
2017,RU,/how-writers-write-fiction-2016,4,7,7
2017,SA,/poetry-and-plays-2017/,4,24,51
2017,SB,/poetry-and-plays-2017,4,4,7
2017,SD,/fiction-and-nonfiction-2017,4,7,11
2017,SE,/https://app.novoed.com/#!/courses/fiction-and-nonfiction-2017/lecture_pages/856471,4,36,57
2017,SE,/https://app.novoed.com/#!/courses/poetry-and-plays-2017/home,4,30,85
2017,SG,/fiction-and-nonfiction-2017/surveys/start/176762,4,66,78
2017,SG,/https://app.novoed.com/#!/courses/poetry-and-plays-2017/lecture_pages/858469,4,21,45
2017,SI,/poetry-and-plays-2017,4,5,7
2017,SV,/fiction-and-nonfiction-2017,4,14,16
2017,SV,/poetry-and-plays-2017,4,5,11
2017,SY,/fiction-and-nonfiction-2017,4,4,4
2017,TD,/poetry-and-plays-2017,4,5,6
2017,TH,/how-writers-write-fiction-2016/home,4,17,21
2017,TH,/https://app.novoed.com/#!/courses/fiction-and-nonfiction-2017/lecture_pages/856276,4,12,19
2017,TJ,/poetry-and-plays-2017,4,4,4
2017,TN,/https://app.novoed.com/#!/courses/fiction-and-nonfiction-2017/home,4,26,60
2017,TR,/how-writers-write-fiction-2015,4,4,4
2017,TR,/how-writers-write-fiction-2016,4,5,5
2017,TW,/https://app.novoed.com/#!/courses/fiction-and-nonfiction-2017/home,4,47,102
2017,UA,/how-writers-write-fiction-2015,4,4,5
2017,UG,/https://app.novoed.com/#!/courses/fiction-and-nonfiction-2017/lecture_pages/856471,4,31,39
2017,VN,/how-writers-write-fiction-2015,4,4,7
2017,ZA,/fiction-and-nonfiction-2017/users/my_account,4,55,65
2017,ZA,/how-writers-write-fiction-2016/home,4,16,16
2017,ZA,/https://app.novoed.com/#!/courses/fiction-and-nonfiction-2017/lecture_pages/856400,4,167,261
2017,ZA,/https://app.novoed.com/#!/courses/poetry-and-plays-2017/lecture_pages/860430,4,78,121
2017,ZA,/https://app.novoed.com/#!/courses/poetry-and-plays-2017/lecture_pages/860434,4,30,50
2017,ZM,/https://app.novoed.com/#!/courses/fiction-and-nonfiction-2017/home,4,34,124
2017,ZZ,/fiction-and-nonfiction-2017/users/my_account,4,5,5
2015,AE,/how-writers-write-fiction-2015/,2,2,2
2015,AE,/how-writers-write-fiction-2015/lecture_pages/834570,2,21,35
2015,AG,/how-writers-write-fiction-2015/home,2,24,37
2015,AL,/how-writers-write-fiction-2015,2,4,4
2015,AR,/how-writers-write-fiction-2015/home/terms,2,11,12
2015,AR,/how-writers-write-fiction-2015/oe/,2,398,"1,132"
2015,AS,/how-writers-write-fiction-2015/home,2,12,24
2015,AT,/how-writers-write-fiction-2015/home,2,230,396
2015,AT,/how-writers-write-fiction-2015/lecture_pages/833989,2,9,11
2015,AT,/how-writers-write-fiction-2015/lecture_pages/834570,2,48,68
2015,AT,/how-writers-write-fiction-2015/oe/,2,317,752
2015,AU,/how-writers-write-fiction-2015?is_enrolled_error=true&redirect_message=You must be enrolled in this course to enter.&redirect_message_type=error&after_auth_path=https://novoed.com/how-writers-write-fiction-2015/oe/#!/topics/54476&class=how-writers-write-fiction-2015,2,4,4
2015,AU,/how-writers-write-fiction-2015/announcements/?focus_announcement_id=5071,2,11,12
2015,AU,/how-writers-write-fiction-2015/exercises/32767,2,311,418
2015,AU,/how-writers-write-fiction-2015/lecture_pages/833994,2,56,106
2015,AU,/how-writers-write-fiction-2015/lecture_pages/833998,2,26,40
2015,AU,/how-writers-write-fiction-2015/lecture_pages/835638,2,215,293
2015,AU,/how-writers-write-fiction-2015/peer_reviews/new?id=33514,2,94,173
2015,AU,/how-writers-write-fiction-2015/show_progress/961659,2,114,254
2015,AU,/how-writers-write-fiction-2015/video_list_lecture_components/754645/lecture_videos/19192,2,62,68
2015,AU,/users/sign_in?class=how-writers-write-fiction-2015,2,26,30
2015,AU,/users/sign_in?redirect_message=Please sign in to continue.&redirect_message_type=error&after_auth_path=https://novoed.com/how-writers-write-fiction-2015/oe/#!/forums/50401&class=how-writers-write-fiction-2015,2,6,6
2015,AW,/how-writers-write-fiction-2015,2,4,5
2015,BA,/how-writers-write-fiction-2015,2,2,2
2015,BD,/how-writers-write-fiction-2015/home/terms,2,10,10
2015,BD,/how-writers-write-fiction-2015/oe/,2,50,78
2015,BG,/how-writers-write-fiction-2015/?referral_token=NL111015,2,2,10
2015,BG,/how-writers-write-fiction-2015/home,2,24,32
2015,BG,/how-writers-write-fiction-2015/surveys/start/169598,2,5,5
2015,BH,/how-writers-write-fiction-2015/home,2,20,24
2015,BO,/how-writers-write-fiction-2015/?referral_token=NL111015,2,2,2
2015,BR,/how-writers-write-fiction-2015/enrolled,2,5,5
2015,BR,/how-writers-write-fiction-2015/exercises/32767,2,179,242
2015,BR,/how-writers-write-fiction-2015/lecture_pages/834125,2,51,58
2015,BS,/how-writers-write-fiction-2015/home,2,19,24
2015,BS,/how-writers-write-fiction-2015/lecture_pages/835012,2,6,12
2015,BT,/how-writers-write-fiction-2015,2,2,2
2015,CA,/how-writers-write-fiction-2015/announcements/?focus_announcement_id=5359,2,17,17
2015,CA,/how-writers-write-fiction-2015/exercises/32665,2,62,71
2015,CA,/how-writers-write-fiction-2015/exercises/32767?back_to_lecture_page_id=833678,2,56,63
2015,CA,/how-writers-write-fiction-2015/exercises/33087,2,761,984
2015,CA,/how-writers-write-fiction-2015/exercises/33514,2,500,635
2015,CA,/how-writers-write-fiction-2015/lecture_pages/833997,2,106,122
2015,CA,/how-writers-write-fiction-2015/lecture_pages/833998,2,35,46
2015,CA,/how-writers-write-fiction-2015/lecture_pages/834000,2,31,41
2015,CA,/how-writers-write-fiction-2015/video_list_lecture_components/754207/lecture_videos/18775,2,129,147
2015,CD,/how-writers-write-fiction-2015?referral_token=NL092315,2,4,5
2015,CH,/?from=http://www.traffic2cash.xyz/,2,2,2
2015,CH,/how-writers-write-fiction-2015/lecture_pages/835311,2,76,88
2015,CL,/how-writers-write-fiction-2015/home/terms,2,12,16
2015,CN,/how-writers-write-fiction-2015/?referral_token=NL111015,2,11,17
2015,CN,/how-writers-write-fiction-2015/home,2,16,25
2015,CO,/how-writers-write-fiction-2015/home/terms,2,10,11
2015,CO,/how-writers-write-fiction-2015/lecture_pages/834125,2,14,19
2015,CO,/how-writers-write-fiction-2015/lecture_pages/834207,2,12,15
2015,CO,/how-writers-write-fiction-2015/lecture_pages/834570,2,12,16
2015,CO,/how-writers-write-fiction-2015/oe/,2,42,71
2015,CY,/how-writers-write-fiction-2015/home,2,19,25
2015,CZ,/how-writers-write-fiction-2015/?referral_token=NL111015,2,2,2
2015,CZ,/how-writers-write-fiction-2015/lecture_pages/834570,2,5,7
2015,DE,/?from=http://adf.ly/1SDmxr,2,2,2
2015,DE,/how-writers-write-fiction-2015/home/terms,2,20,20
2015,DE,/how-writers-write-fiction-2015/lecture_pages/833989,2,27,36
2015,DE,/how-writers-write-fiction-2015/lecture_pages/834001,2,96,153
2015,DE,/how-writers-write-fiction-2015/lecture_pages/834178,2,87,109
2015,DE,/how-writers-write-fiction-2015/lecture_pages/835303,2,96,123
2015,DJ,/how-writers-write-fiction-2015,2,2,2
2015,DK,/users/sign_in?redirect_message=Please sign in to continue.&redirect_message_type=error&after_auth_path=https://novoed.com/how-writers-write-fiction-2015/oe/#!/teams/119049/profile&class=how-writers-write-fiction-2015,2,2,2
2015,DO,/how-writers-write-fiction-2015?referral_token=NL092315,2,2,5
2015,EC,/how-writers-write-fiction-2015/?referral_token=NL111015,2,4,7
2015,EE,/how-writers-write-fiction-2015,2,5,6
2015,EE,/how-writers-write-fiction-2015?referral_token=NL092315,2,2,2
2015,EG,/how-writers-write-fiction-2015?referral_token=NL092315,2,4,4
2015,EG,/how-writers-write-fiction-2015/lecture_pages/833678,2,57,91
2015,EG,/how-writers-write-fiction-2015/lecture_pages/834237,2,16,27
2015,ES,/,2,4,4
2015,ES,/how-writers-write-fiction-2015/lecture_pages/835311,2,51,71
2015,ES,/how-writers-write-fiction-2015/oe/,2,247,569
2015,FI,/how-writers-write-fiction-2015/home,2,26,32
2015,FI,/how-writers-write-fiction-2015/lecture_pages/833678,2,22,29
2015,FR,/how-writers-write-fiction-2015/lecture_pages/834007,2,101,153
2015,FR,/how-writers-write-fiction-2015/lecture_pages/835012,2,331,583
2015,FR,/how-writers-write-fiction-2015/lecture_pages/835638,2,109,143
2015,FR,/how-writers-write-fiction-2015/video_list_lecture_components/754481/lecture_videos/18508,2,15,15
2015,GB,/?from=http://www.traffic2cash.xyz/,2,2,2
2015,GB,/how-writers-write-fiction-2015/announcements/?focus_announcement_id=5176,2,19,19
2015,GB,/how-writers-write-fiction-2015/lecture_pages/834007,2,304,439
2015,GB,/how-writers-write-fiction-2015/lecture_pages/834237,2,225,329
2015,GB,/how-writers-write-fiction-2015/show_progress/854870,2,35,53
2015,GB,/how-writers-write-fiction-2015/statement_template?user_id=878358,2,2,2
2015,GB,/how-writers-write-fiction-2015/video_list_lecture_components/754207/lecture_videos/18775,2,124,140
2015,GD,/how-writers-write-fiction-2015/?referral_token=NL111015,2,2,5
2015,GD,/how-writers-write-fiction-2015/exercises/33928,2,16,20
2015,GD,/how-writers-write-fiction-2015/home,2,40,53
2015,GH,/how-writers-write-fiction-2015/home/terms,2,4,4
2015,GR,/how-writers-write-fiction-2015?is_enrolled_error=true,2,2,5
2015,GR,/how-writers-write-fiction-2015/lecture_pages/835012,2,55,65
2015,GY,/how-writers-write-fiction-2015/exercises/32767,2,17,22
2015,GY,/how-writers-write-fiction-2015/home,2,30,41
2015,HK,/how-writers-write-fiction-2015/?referral_token=NL111015,2,2,2
2015,HK,/how-writers-write-fiction-2015/exercises/32767,2,50,75
2015,HK,/how-writers-write-fiction-2015/home/terms,2,19,22
2015,HK,/how-writers-write-fiction-2015/lecture_pages/833678,2,42,67
2015,HK,/users/sign_in?class=how-writers-write-fiction-2015&http_referrer=https://novoed.com/how-writers-write-fiction-2015,2,29,35
2015,ID,/how-writers-write-fiction-2015/?referral_token=NL111015,2,2,2
2015,ID,/how-writers-write-fiction-2015/lecture_pages/833678,2,30,50
2015,ID,/how-writers-write-fiction-2015/lecture_pages/834570,2,22,32
2015,IE,/how-writers-write-fiction-2015/?referral_token=NL111015,2,4,5
2015,IE,/how-writers-write-fiction-2015/lecture_pages/833678,2,70,109
2015,IE,/how-writers-write-fiction-2015/lecture_pages/835012,2,40,43
2015,IL,/how-writers-write-fiction-2015/video_list_lecture_components/754207/lecture_videos/18775,2,14,14
2015,IN,/how-writers-write-fiction-2015/announcements/?focus_announcement_id=5071,2,14,14
2015,IN,/how-writers-write-fiction-2015/announcements/?focus_announcement_id=5176,2,21,21
2015,IN,/how-writers-write-fiction-2015/exercises/32767?back_to_lecture_page_id=833678,2,43,63
2015,IN,/how-writers-write-fiction-2015/lecture_pages/834178,2,216,338
2015,IN,/how-writers-write-fiction-2015/lecture_pages/835303,2,99,124
2015,IN,/how-writers-write-fiction-2015/video_list_lecture_components/754207/lecture_videos/18775,2,104,118
2015,IN,/how-writers-write-fiction-2015/video_list_lecture_components/754481/lecture_videos/18508,2,45,50
2015,IQ,/how-writers-write-fiction-2015/lecture_pages/834125,2,20,27
2015,IR,/how-writers-write-fiction-2015/lecture_pages/833678,2,19,29
2015,IR,/how-writers-write-fiction-2015/lecture_pages/834570,2,14,17
2015,IT,/how-writers-write-fiction-2015/lecture_pages/835012,2,58,75
2015,IT,/how-writers-write-fiction-2015/lecture_pages/835638,2,42,58
2015,JM,/how-writers-write-fiction-2015/home/terms,2,6,6
2015,JM,/how-writers-write-fiction-2015/lecture_pages/835012,2,14,20
2015,JO,/how-writers-write-fiction-2015/lecture_pages/833678,2,34,46
2015,JP,/how-writers-write-fiction-2015/oe/,2,296,445
2015,KE,/how-writers-write-fiction-2015/exercises/33514,2,12,12
2015,KN,/how-writers-write-fiction-2015,2,4,4
2015,KZ,/how-writers-write-fiction-2015?referral_token=NL092315,2,4,4
2015,LB,/how-writers-write-fiction-2015,2,2,2
2015,LB,/how-writers-write-fiction-2015/home,2,16,19
2015,LC,/how-writers-write-fiction-2015,2,2,2
2015,LK,/how-writers-write-fiction-2015,2,4,4
2015,LK,/how-writers-write-fiction-2015/oe/,2,51,94
2015,LR,/how-writers-write-fiction-2015,2,2,2
2015,LU,/how-writers-write-fiction-2015/lecture_pages/835012,2,7,7
2015,LU,/how-writers-write-fiction-2015/lecture_pages/835638,2,4,7
2015,LV,/how-writers-write-fiction-2015,2,2,2
2015,MA,/how-writers-write-fiction-2015/?referral_token=NL111015,2,2,6
2015,MG,/how-writers-write-fiction-2015?referral_token=NL092315,2,5,5
2015,MM,/how-writers-write-fiction-2015?referral_token=NL092315,2,2,4
2015,MM,/how-writers-write-fiction-2015/exercises/32767,2,14,16
2015,MU,/how-writers-write-fiction-2015/home/terms,2,5,11
2015,MU,/how-writers-write-fiction-2015/lecture_pages/833678,2,9,11
2015,MW,/how-writers-write-fiction-2015,2,9,9
2015,MX,/how-writers-write-fiction-2015/announcements/?focus_announcement_id=5071,2,4,4
2015,MX,/how-writers-write-fiction-2015/lecture_pages/834570,2,73,97
2015,MX,/how-writers-write-fiction-2015/lecture_pages/835311,2,55,62
2015,MX,/users/sign_up?class=how-writers-write-fiction-2015,2,35,35
2015,MY,/how-writers-write-fiction-2015/announcements/?focus_announcement_id=5071,2,4,4
2015,MY,/how-writers-write-fiction-2015/home/terms,2,16,24
2015,MY,/how-writers-write-fiction-2015/lecture_pages/833678,2,67,92
2015,MY,/how-writers-write-fiction-2015/lecture_pages/835311,2,58,76
2015,NG,/how-writers-write-fiction-2015/exercises/32767,2,91,133
2015,NG,/how-writers-write-fiction-2015/lecture_pages/834570,2,70,109
2015,NL,/how-writers-write-fiction-2015?referral_token=NL092315,2,2,2
2015,NL,/how-writers-write-fiction-2015/,2,5,5
2015,NL,/how-writers-write-fiction-2015/oe/,2,272,569
2015,NL,/users/sign_in?redirect_message=Please sign in to continue.&redirect_message_type=error&after_auth_path=https://novoed.com/how-writers-write-fiction-2015/lecture_pages/833678&class=how-writers-write-fiction-2015,2,2,2
2015,NL,/users/sign_in?redirect_message=Please sign in to continue.&redirect_message_type=error&after_auth_path=https://novoed.com/how-writers-write-fiction-2015/lecture_pages/835303&class=how-writers-write-fiction-2015,2,2,2
2015,NL,/users/sign_in?redirect_message=Please sign in to continue.&redirect_message_type=error&after_auth_path=https://novoed.com/how-writers-write-fiction-2015/lecture_pages/835636&class=how-writers-write-fiction-2015,2,2,2
2015,NO,/how-writers-write-fiction-2015/lecture_pages/833678,2,91,106
2015,NZ,/how-writers-write-fiction-2015?referral_token=NL092315,2,4,5
2015,NZ,/how-writers-write-fiction-2015/exercises/32767?menu=submission,2,34,53
2015,NZ,/how-writers-write-fiction-2015/lecture_pages/833989,2,150,200
2015,NZ,/how-writers-write-fiction-2015/lecture_pages/834008,2,76,101
2015,NZ,/how-writers-write-fiction-2015/lecture_pages/834125,2,55,75
2015,NZ,/how-writers-write-fiction-2015/lecture_pages/835012,2,188,240
2015,NZ,/how-writers-write-fiction-2015/lecture_pages/835638,2,152,191
2015,OM,/how-writers-write-fiction-2015/home,2,21,45
2015,PH,/how-writers-write-fiction-2015/exercises,2,337,480
2015,PH,/how-writers-write-fiction-2015/lecture_pages/834125,2,78,96
2015,PH,/how-writers-write-fiction-2015/lecture_pages/834570,2,94,119
2015,PH,/users/sign_up?class=how-writers-write-fiction-2015&http_referrer=http://iwp.uiowa.edu/iwp-courses/distance-learning-courses/fall-2015/how-writers-write-fiction,2,7,7
2015,PK,/how-writers-write-fiction-2015/exercises,2,342,558
2015,PK,/how-writers-write-fiction-2015/lecture_pages/833678,2,52,75
2015,PK,/how-writers-write-fiction-2015/lecture_pages/835012,2,47,71
2015,PK,/how-writers-write-fiction-2015/lecture_pages/835311,2,39,50
2015,PK,/how-writers-write-fiction-2015/lecture_pages/835644,2,7,12
2015,PK,/users/sign_in?redirect_message=Please sign in to continue.&redirect_message_type=error&after_auth_path=https://novoed.com/how-writers-write-fiction-2015/lecture_pages/833678&class=how-writers-write-fiction-2015,2,11,11
