# ----------------------------------------
# All Web Site Data
# Export Metrics (Filter U.S.A.)
# 20150101-20170719
# ----------------------------------------

Year,Country,Page Title,Pageviews
2015,Nigeria,"Class Session 3 Assignment: Working with Plot, My Submission - How Writers Write Fiction 2015 | The University of Iowa | NovoEd",99
2015,South Africa,Christine's Home | How Writers Write Fiction 2015 | The University of Iowa | NovoEd,99
2016,Barbados,"Whitman’s Civil War: Writing and Imaging Loss, Death, and Disaster | The University of Iowa | NovoEd",99
2016,Canada,"Class 6 Assignment, My Submission - Whitman's Civil War: Writing and Imaging Loss, Death, and Disaster | The University of Iowa | NovoEd",99
2016,Germany,Moushumi's Home | How Writers Write Fiction 2016: Storied Women | The University of Iowa | NovoEd,99
2016,India,"Assignment 3: Cast and Plot, My Submission - How Writers Write Fiction 2016: Storied Women | The University of Iowa | NovoEd",99
2016,Serbia,How Writers Write Fiction 2016: Storied Women | The University of Iowa | NovoEd,99
2017,Australia,How Writers Write Fiction 2015 | The University of Iowa | NovoEd,99
2017,Kuwait,Power of the Pen: Identities and Social Issues in Poetry and Plays | The University of Iowa | NovoEd,99
2017,Myanmar (Burma),Power of the Pen: Identities and Social Issues in Fiction and Nonfiction | The University of Iowa | NovoEd,99
2015,Bermuda,Assignments - How Writers Write Fiction 2015 | The University of Iowa | NovoEd,97
2015,Romania,How Writers Write Fiction 2015 - Sign Up | NovoEd,97
2016,Argentina,How Writers Write Fiction 2015 | The University of Iowa | NovoEd,97
2016,South Africa,"Mary's Home | Whitman's Civil War: Writing and Imaging Loss, Death, and Disaster | The University of Iowa | NovoEd",97
2017,China,Power of the Pen: Identities and Social Issues in Poetry and Plays | The University of Iowa | NovoEd,97
2017,Puerto Rico,Power of the Pen: Identities and Social Issues in Fiction and Nonfiction | NovoEd,97
2015,Canada,Caryn's Home | How Writers Write Fiction 2015 | The University of Iowa | NovoEd,96
2015,Canada,"Class Session 1 Assignment: Starting with Character, Criteria and Rubrics - How Writers Write Fiction 2015 | The University of Iowa | NovoEd",96
2015,Canada,Margaret (Małgorzata)'s Home | How Writers Write Fiction 2015 | The University of Iowa | NovoEd,96
2015,Kenya,Assignments - How Writers Write Fiction 2015 | The University of Iowa | NovoEd,96
2015,Malaysia,Flavia's Home | How Writers Write Fiction 2015 | The University of Iowa | NovoEd,96
2015,Singapore,Grace's Home | How Writers Write Fiction 2015 | The University of Iowa | NovoEd,96
2015,Turkey,"Class Session 2 Assignment: Expanding on Character: Cast and Dialogue, My Submission - How Writers Write Fiction 2015 | The University of Iowa | NovoEd",96
2016,Argentina,Valentina's Home | How Writers Write Fiction 2016: Storied Women | The University of Iowa | NovoEd,96
2016,Australia,"Whitman’s Civil War: Writing and Imaging Loss, Death, and Disaster - Sign In | NovoEd",96
2016,Brazil,"Whitman's Civil War: Writing and Imaging Loss, Death, and Disaster | The University of Iowa | NovoEd",96
2016,Côte d’Ivoire,How Writers Write Fiction 2016: Storied Women | The University of Iowa | NovoEd,96
2017,Albania,Power of the Pen: Identities and Social Issues in Fiction and Nonfiction | The University of Iowa | NovoEd,96
2017,St. Kitts & Nevis,Power of the Pen: Identities and Social Issues in Fiction and Nonfiction | NovoEd,96
2015,Australia,New Evaluation for Class Session 5 Assignment: Voice and Setting - How Writers Write Fiction 2015 | The University of Iowa | NovoEd,95
2015,Canada,"Class Session 6 Assignment: Immersion in Setting, Received Evaluations - How Writers Write Fiction 2015 | The University of Iowa | NovoEd",95
2015,Dominican Republic,Assignments - How Writers Write Fiction 2015 | The University of Iowa | NovoEd,95
2015,France,annick's Home | How Writers Write Fiction 2015 | The University of Iowa | NovoEd,95
2015,Singapore,New Evaluation for Class Session 1 Assignment: Starting with Character - How Writers Write Fiction 2015 | The University of Iowa | NovoEd,95
2015,South Africa,"Class Session 6 Assignment: Immersion in Setting, My Submission - How Writers Write Fiction 2015 | The University of Iowa | NovoEd",95
2016,Germany,"Assignment 2: Desire and Point of View, My Submission - How Writers Write Fiction 2016: Storied Women | The University of Iowa | NovoEd",95
2016,United Kingdom,#Flashwrite Teen Poetry MOOC | The University of Iowa | NovoEd,95
2016,United Kingdom,The Wild Hours - How Writers Write Fiction 2016: Storied Women | The University of Iowa | NovoEd,95
2016,Netherlands,How Writers Write Fiction 2015 | The University of Iowa | NovoEd,95
2016,Singapore,"Assignment 1: Voice and Identity, My Submission - How Writers Write Fiction 2016: Storied Women | The University of Iowa | NovoEd",95
2016,South Africa,"Assignment 1: Voice and Identity, My Submission - How Writers Write Fiction 2016: Storied Women | The University of Iowa | NovoEd",95
2015,Brazil,How Writers Write Fiction 2015 - Sign In | NovoEd,94
2015,Ecuador,Polo's Home | How Writers Write Fiction 2015 | The University of Iowa | NovoEd,94
2015,Grenada,Assignments - How Writers Write Fiction 2015 | The University of Iowa | NovoEd,94
2015,India,New Evaluation for Class Session 4 Assignment: Using Character to Produce Frame and Arc - How Writers Write Fiction 2015 | The University of Iowa | NovoEd,94
2016,Australia,The Crying Thing - How Writers Write Fiction 2016: Storied Women | The University of Iowa | NovoEd,94
2016,Canada,"Assignment 2: Desire and Point of View, Description - How Writers Write Fiction 2016: Storied Women | The University of Iowa | NovoEd",94
2016,Kuwait,How Writers Write Fiction 2016: Storied Women | The University of Iowa | NovoEd,94
2017,Turkey,Power of the Pen: Identities and Social Issues in Poetry and Plays | The University of Iowa | NovoEd,94
2017,Zimbabwe,Power of the Pen: Identities and Social Issues in Fiction and Nonfiction | The University of Iowa | NovoEd,94
2015,United Arab Emirates,Assignments - How Writers Write Fiction 2015 | The University of Iowa | NovoEd,93
2015,Canada,Doreen's Home | How Writers Write Fiction 2015 | The University of Iowa | NovoEd,93
2015,Estonia,How Writers Write Fiction 2015 | The University of Iowa | NovoEd,93
2015,Egypt,"Class Session 6 Assignment: Immersion in Setting, My Submission - How Writers Write Fiction 2015 | The University of Iowa | NovoEd",93
2015,Iceland,How Writers Write Fiction 2015 | The University of Iowa | NovoEd,93
2015,Macedonia (FYROM),How Writers Write Fiction 2015 | The University of Iowa | NovoEd,93
2015,Netherlands,"Class Session 3 Assignment: Working with Plot, My Submission - How Writers Write Fiction 2015 | The University of Iowa | NovoEd",93
2015,New Zealand,Steve's Home | How Writers Write Fiction 2015 | The University of Iowa | NovoEd,93
2015,Sweden,New Evaluation for Class Session 1 Assignment: Starting with Character - How Writers Write Fiction 2015 | The University of Iowa | NovoEd,93
2015,Turkey,Cecile's Home | How Writers Write Fiction 2015 | The University of Iowa | NovoEd,93
2016,United Arab Emirates,How Writers Write Fiction 2015 | The University of Iowa | NovoEd,93
2016,Australia,Jandi's Home | How Writers Write Fiction 2016: Storied Women | The University of Iowa | NovoEd,93
2016,Australia,Margaret's Home | How Writers Write Fiction 2016: Storied Women | The University of Iowa | NovoEd,93
2016,Poland,How Writers Write Fiction 2015 | The University of Iowa | NovoEd,93
2017,Lesotho,Power of the Pen: Identities and Social Issues in Poetry and Plays | NovoEd,93
2015,Australia,New Evaluation for Class Session 6 Assignment: Immersion in Setting - How Writers Write Fiction 2015 | The University of Iowa | NovoEd,91
2015,Germany,"Class Session 1 Assignment: Starting with Character, Received Evaluations - How Writers Write Fiction 2015 | The University of Iowa | NovoEd",91
2015,Germany,Franziska's Home | How Writers Write Fiction 2015 | The University of Iowa | NovoEd,91
2015,Egypt,"Class Session 7 Assignment: Embracing Revision, My Submission - How Writers Write Fiction 2015 | The University of Iowa | NovoEd",91
2015,Guatemala,How Writers Write Fiction 2015 | The University of Iowa | NovoEd,91
2015,India,"Class Session 3 Assignment: Working with Plot, Received Evaluations - How Writers Write Fiction 2015 | The University of Iowa | NovoEd",91
2015,Norway,Anette's Home | How Writers Write Fiction 2015 | The University of Iowa | NovoEd,91
2015,Sweden,Martina 's Home | How Writers Write Fiction 2015 | The University of Iowa | NovoEd,91
2016,Canada,Mall Girls - How Writers Write Fiction 2016: Storied Women | The University of Iowa | NovoEd,91
2016,Cambodia,How Writers Write Fiction 2016: Storied Women | The University of Iowa | NovoEd,91
2016,New Zealand,"Martin's Home | Whitman’s Civil War: Writing and Imaging Loss, Death, and Disaster | The University of Iowa | NovoEd",91
2016,Pakistan,"Assignment 2: Desire and Point of View, My Submission - How Writers Write Fiction 2016: Storied Women | The University of Iowa | NovoEd",91
2016,Sweden,The Bone Garden - How Writers Write Fiction 2016: Storied Women | The University of Iowa | NovoEd,91
2016,Slovenia,How Writers Write Fiction 2016: Storied Women | The University of Iowa | NovoEd,91
2016,South Africa,"Assignments - Whitman’s Civil War: Writing and Imaging Loss, Death, and Disaster | The University of Iowa | NovoEd",91
2016,(not set),"Whitman's Civil War: Writing and Imaging Loss, Death, and Disaster | The University of Iowa | NovoEd",91
2017,Botswana,Power of the Pen: Identities and Social Issues in Poetry and Plays | The University of Iowa | NovoEd,91
2017,Chile,Power of the Pen: Identities and Social Issues in Fiction and Nonfiction | NovoEd,91
2017,Palestine,Power of the Pen: Identities and Social Issues in Poetry and Plays | The University of Iowa | NovoEd,91
2015,Brazil,"Class Session 4 Assignment: Using Character to Produce Frame and Arc, Evaluate Submissions - How Writers Write Fiction 2015 | The University of Iowa | NovoEd",90
2015,Canada,Bess's Home | How Writers Write Fiction 2015 | The University of Iowa | NovoEd,90
2015,Germany,"Class Session 6 Assignment: Immersion in Setting, My Submission - How Writers Write Fiction 2015 | The University of Iowa | NovoEd",90
2015,France,Edit Report - How Writers Write Fiction 2015 | The University of Iowa | NovoEd,90
2015,India,"Class Session 1 Assignment: Starting with Character, Received Evaluations - How Writers Write Fiction 2015 | The University of Iowa | NovoEd",90
2015,India,"Class Session 5 Assignment: Voice and Setting, Evaluate Submissions - How Writers Write Fiction 2015 | The University of Iowa | NovoEd",90
2015,India,Natasha's Home | How Writers Write Fiction 2015 | The University of Iowa | NovoEd,90
2015,Turkey,"Class Session 4 Assignment: Using Character to Produce Frame and Arc, My Submission - How Writers Write Fiction 2015 | The University of Iowa | NovoEd",90
2016,Canada,Soussan M.'s Home | How Writers Write Fiction 2016: Storied Women | The University of Iowa | NovoEd,90
2016,France,"Assignment 2: Desire and Point of View, My Submission - How Writers Write Fiction 2016: Storied Women | The University of Iowa | NovoEd",90
2016,Morocco,JAMAL's Home | How Writers Write Fiction 2016: Storied Women | The University of Iowa | NovoEd,90
2016,Nigeria,Assignments - How Writers Write Fiction 2016: Storied Women | The University of Iowa | NovoEd,90
2016,Peru,"elsa's Home | Whitman's Civil War: Writing and Imaging Loss, Death, and Disaster | The University of Iowa | NovoEd",90
2017,Argentina,Power of the Pen: Identities and Social Issues in Fiction and Nonfiction | The University of Iowa | NovoEd,90
2017,Moldova,Power of the Pen: Identities and Social Issues in Poetry and Plays | NovoEd,90
2017,South Africa,How Writers Write Fiction 2015 | The University of Iowa | NovoEd,90
2015,Botswana,How Writers Write Fiction 2015 | The University of Iowa | NovoEd,89
2015,Canada,"Class Session 1 Assignment: Starting with Character, Description - How Writers Write Fiction 2015 | The University of Iowa | NovoEd",89
2015,Hong Kong,"Class Session 1 Assignment: Starting with Character, My Submission - How Writers Write Fiction 2015 | The University of Iowa | NovoEd",89
2015,India,VIVEK KUMAR's Home | How Writers Write Fiction 2015 | The University of Iowa | NovoEd,89
2015,New Caledonia,Assignments - How Writers Write Fiction 2015 | The University of Iowa | NovoEd,89
2015,Russia,"Class Session 3 Assignment: Working with Plot, My Submission - How Writers Write Fiction 2015 | The University of Iowa | NovoEd",89
2015,South Africa,"Class Session 4 Assignment: Using Character to Produce Frame and Arc, My Submission - How Writers Write Fiction 2015 | The University of Iowa | NovoEd",89
2016,Mexico,"Nancy's Home | Whitman’s Civil War: Writing and Imaging Loss, Death, and Disaster | The University of Iowa | NovoEd",89
2016,Portugal,How Writers Write Fiction 2015 | The University of Iowa | NovoEd,89
2015,Australia,Frank's Home | How Writers Write Fiction 2015 | The University of Iowa | NovoEd,88
2015,United Kingdom,"Class Session 3 Assignment: Working with Plot, Description - How Writers Write Fiction 2015 | The University of Iowa | NovoEd",88
2015,South Africa,"Class Session 2 Assignment: Expanding on Character: Cast and Dialogue, Evaluate Submissions - How Writers Write Fiction 2015 | The University of Iowa | NovoEd",88
2016,Canada,"Assignment 3: Cast and Plot, Description - How Writers Write Fiction 2016: Storied Women | The University of Iowa | NovoEd",88
2016,France,"Assignment 3: Cast and Plot, My Submission - How Writers Write Fiction 2016: Storied Women | The University of Iowa | NovoEd",88
2016,Ghana,"Whitman’s Civil War: Writing and Imaging Loss, Death, and Disaster | The University of Iowa | NovoEd",88
2016,India,Assignments - How Writers Write Fiction 2015 | The University of Iowa | NovoEd,88
2016,India,"Class 1 Assignment, My Submission - Whitman’s Civil War: Writing and Imaging Loss, Death, and Disaster | The University of Iowa | NovoEd",88
2016,India,How Writers Write Fiction 2015 - Sign In | NovoEd,88
